id,ism,familiya,otasining_ismi,tugilgan_sana,jins,email,telefon,shahar,manzil,passport_seriya,jshshir,millat,oilaviy_holat,ish_joyi,lavozim,ta'lim_darajasi,daromad,foydalanuvchi_turi,ro'yxatdan_o'tgan_sana
1408,Jahongir,Yusupov,Aziz,1961-03-19,Erkak,ruben1976@oao.edu,8 (602) 117-56-10,Xiva,"ул. Механизаторов, д. 9 к. 8/1",AE7308925,23260164784759,Qirg'iz,Turmush qurgan,O‘zbekiston Temir Yo‘llari,Dasturchi,Oliy,27144870.0,admin,2022-12-23
1409,Baxtiyor,Yusupov,Gulbahor,1963-01-08,Erkak,,,Xiva,"алл. Тюленина, д. 829",AD1527731,90653221251693,Turkman,Uylanmagan,Ucell,Direktor,Bakalavr,16221231.0,admin,2023-12-21
1410,Nilufar,Saidova,Behruz,1991-04-16,Ayol,paramon_2000@yandex.ru,+7 674 210 64 34,Toshkent,"пер. Седова, д. 1/9 к. 1/1",,26422095389305,Qozoq,Uylanmagan,Artel,Operator,O‘rta maxsus,28357982.0,oddiy,2020-03-20
1411,Gulbahor,Xudoyberdiyeva,Jahongir,1959-02-10,Ayol,simonovavgust@yandex.ru,8 (508) 825-7530,Toshkent,"ул. Коммунистическая, д. 4 к. 28",AB9069642,52311714186365,Turkman,Turmush qurgan,IT Park,Muhandis,Oliy,16504196.0,oddiy,
1412,,Karimova,Rayhona,1984-07-06,Ayol,vadim32@gmail.com,8 (994) 673-5211,Buxoro,"пр. Аэродромный, д. 4/9",AB3680266,10997071250275,Tojik,Uylanmagan,O‘zbekiston Temir Yo‘llari,O‘qituvchi,Bakalavr,19551120.0,oddiy,
1413,Zulfiya,Aliyeva,Madina,1972-09-23,,egorovaregina@yandex.ru,+7 402 805 3467,Samarqand,,AD7716881,10602846684630,Turkman,Turmush qurgan,O‘zbekiston Temir Yo‘llari,Operator,Oliy,16137716.0,oddiy,2025-02-08
1414,Islom,Ergashev,Zulfiya,1956-04-12,Erkak,vladislav98@fedoseev.biz,+7 (661) 974-9994,Samarqand,"пр. Каштановый, д. 3/4",AD3688653,90081700384032,Tojik,Uylanmagan,Artel,Menejer,O‘rta maxsus,17291777.0,premium,
1415,Aziza,Turaeva,Gulbahor,1975-05-05,Ayol,maslovaantonina@merkusheva.org,8 861 160 22 76,Farg‘ona,"наб. Верхняя, д. 67",AC9285881,97388685917503,,Uylanmagan,NBU,Operator,Oliy,11800086.0,admin,2020-11-05
1416,Behruz,Ergashev,Gulbahor,1957-03-12,Erkak,arseni_49@yandex.ru,8 (659) 278-2993,Buxoro,"бул. Путейский, д. 8/2",AD7100871,51808774557989,Qozoq,Uylanmagan,EPAM,Direktor,Bakalavr,,admin,2022-02-23
1417,Aziza,Turaeva,Jasur,1998-01-01,Ayol,dementevplaton@npo.org,8 (043) 802-5951,Jizzax,"наб. Безымянная, д. 2/1",AD8180069,30804029568512,Rus,Ajrashgan,UZTELECOM,Dasturchi,Oliy,15791473.0,oddiy,2024-06-25
1418,Islom,Ergashev,Zulfiya,1998-01-11,Erkak,,+72642921580,Navoiy,"ш. Ломоносова, д. 954 стр. 8/1",AD9092216,90609259169686,Qirg'iz,Turmush qurgan,Artel,Menejer,Oliy,12682547.0,oddiy,2023-10-04
1419,Aziza,Nazarova,Behruz,2005-01-06,Ayol,danila_33@kabanova.ru,+7 (715) 654-41-00,Andijon,"алл. Ключевая, д. 6",AA2041576,33302953603343,Qirg'iz,Ajrashgan,Artel,Hisobchi,,13045292.0,oddiy,2025-04-11
1420,Malika,Turaeva,Zulfiya,1998-04-05,Ayol,avgust_2008@gmail.com,+78682404436,Buxoro,"наб. Тургенева, д. 29",AE4316979,99753845340264,O'zbek,Turmush qurgan,IT Park,O‘qituvchi,Oliy,22165312.0,oddiy,2023-01-06
1421,Rayhona,Raximova,Baxtiyor,1956-04-14,Ayol,klavdija92@oao.info,8 (910) 287-1415,Jizzax,"пер. Полярный, д. 3",AA3669013,92993550397592,Qirg'iz,Ajrashgan,Beeline,Operator,,7964149.0,admin,2020-05-26
1422,Gulbahor,Ergasheva,Ziyoda,1999-06-19,Ayol,mihailkrjukov@oao.biz,+78309791828,Navoiy,"пр. Прудовой, д. 47 к. 8",AA1938718,77540120444175,O'zbek,Uylanmagan,NBU,Direktor,O‘rta maxsus,11306702.0,premium,2020-04-12
1423,Behruz,Aliyev,Behruz,1975-12-13,Erkak,kulakovanina@yahoo.com,8 355 000 7194,Toshkent,"пр. Харьковский, д. 7 стр. 86",AE7492840,88467109735981,Qirg'iz,Ajrashgan,UZTELECOM,Marketolog,Bakalavr,9506356.0,admin,2020-04-06
1424,Jahongir,Saidov,Madina,,Erkak,efrem_1990@boes.info,8 852 355 42 39,Xiva,"пер. Леонова, д. 4/4",AF4989262,37423996239114,O'zbek,Turmush qurgan,Yandex,Direktor,Bakalavr,13513294.0,premium,2020-10-16
1425,Baxtiyor,Raximov,Gulbahor,1978-03-14,Erkak,anikita_1984@gmail.com,+7 (436) 573-6396,Andijon,"ш. Театральное, д. 596",AF3958793,33115896845709,Turkman,Turmush qurgan,Agrobank,Marketolog,O‘rta maxsus,16156794.0,oddiy,2023-12-11
1426,Nilufar,Xudoyberdiyeva,Jahongir,1969-04-20,,hvoronov@zao.net,8 (854) 457-7255,Toshkent,"бул. Орджоникидзе, д. 6/4 стр. 9/3",AF1488012,37719561977291,Turkman,Ajrashgan,UZTELECOM,Menejer,Magistr,20166256.0,premium,2023-04-09
1427,Islom,Turaev,Zulfiya,1961-11-16,Erkak,bikovefrem@mail.ru,81277876388,Toshkent,"наб. Бабушкина, д. 9/9 к. 38",AB3549822,70488171758954,O'zbek,Uylanmagan,IT Park,Direktor,Bakalavr,10698971.0,premium,2024-03-20
1428,Aziza,Karimova,Aziz,1993-04-29,Ayol,knjazevaivanna@rao.com,+7 102 056 65 75,Navoiy,"наб. Парковая, д. 2/4 стр. 36",AE3792644,73084172400865,O'zbek,Uylanmagan,Ucell,,Bakalavr,27960543.0,admin,2024-04-25
1429,Oybek,Xudoyberdiyev,Behruz,2000-02-28,Erkak,shchukinfrol@npo.info,88930561247,Andijon,"алл. 8-е Марта, д. 1 к. 589",AE6308235,42068770735485,Qozoq,Uylanmagan,,Muhandis,Bakalavr,26937525.0,oddiy,2025-06-01
1430,,Saidov,Behruz,1955-07-21,Erkak,anikitablohin@yandex.ru,87087964982,Andijon,"пер. Дарвина, д. 2/6 к. 81",AD5007412,91902375294862,Qozoq,Turmush qurgan,NBU,Dasturchi,Bakalavr,14148137.0,admin,2024-03-29
1431,Aziz,Mamadaliyev,Dilmurod,1989-09-05,Erkak,luka_1985@rao.org,+7 325 573 58 04,Toshkent,"пр. Мостовой, д. 6/6 стр. 138",AC9126230,52970583675337,Rus,Turmush qurgan,NBU,O‘qituvchi,O‘rta maxsus,22699013.0,premium,2024-10-01
1432,Baxtiyor,Raximov,Dilmurod,1983-04-21,Erkak,zaharovmoise@hotmail.com,+7 531 653 6020,Samarqand,"пр. Городской, д. 6/6 к. 3/6",AB8665125,72854495497831,Qozoq,Uylanmagan,Beeline,Operator,Oliy,29250058.0,premium,2020-10-20
1433,Zafar,Nazarov,Ziyoda,1992-04-03,Erkak,kabanovegor@ao.info,88654688741,Xiva,"алл. Средняя, д. 42",AA6088287,59394344069342,Qozoq,Uylanmagan,Yandex,Dasturchi,O‘rta maxsus,7382356.0,oddiy,2022-10-06
1434,Shahnoza,Raximova,Dilnoza,1985-11-22,Ayol,gerasim42@npo.biz,+71938659392,Andijon,"пр. Красногвардейский, д. 4/8 стр. 4",AE4856658,90776879295221,Turkman,Uylanmagan,Yandex,Dasturchi,Oliy,24978965.0,oddiy,2020-11-05
1435,Dilnoza,Raximova,Nilufar,1991-03-27,Ayol,yfilippov@gmail.com,+76210786035,Namangan,"наб. Дарвина, д. 2",AB5457186,45280263663900,,Uylanmagan,Beeline,O‘qituvchi,Bakalavr,19616223.0,admin,2023-11-22
1436,Dilmurod,,,1968-10-05,Erkak,arefilebedev@gmail.com,+7 (317) 369-8043,Jizzax,"бул. Белорусский, д. 741 к. 3",AE6046021,56509192133728,Rus,Ajrashgan,Beeline,Hisobchi,Oliy,26909897.0,oddiy,2021-02-20
1437,Madina,Ergasheva,Zulfiya,1974-09-02,Ayol,fedosi2021@echpi.edu,,Jizzax,"пер. Лазурный, д. 6/8 стр. 564",AE4628678,68687955562752,Tojik,Turmush qurgan,IT Park,Menejer,Magistr,18162634.0,admin,2024-10-12
1438,Dilnoza,Yusupova,Malika,2000-08-10,Ayol,fedorovaevfrosinija@rambler.ru,8 (046) 453-48-41,Navoiy,"ш. Карла Либкнехта, д. 3/4 к. 890",AD3511364,39966349150944,O'zbek,Uylanmagan,NBU,Hisobchi,Bakalavr,23806281.0,,2020-01-05
1439,Oybek,Yusupov,Rayhona,1956-02-26,Erkak,dharitonova@gmail.com,8 517 602 2405,Termiz,"пер. Кузнецова, д. 88 стр. 118",AF9708174,71675742389093,Qirg'iz,Turmush qurgan,Ucell,Menejer,Oliy,5394584.0,,2024-08-31
1440,Oybek,Aliyev,Islom,1968-12-07,Erkak,ekaterina_79@yandex.ru,+7 569 291 81 08,Namangan,"бул. Парижской Коммуны, д. 58",AC9894564,22878756820701,Turkman,Turmush qurgan,IT Park,Marketolog,Oliy,,oddiy,2025-02-04
1441,Sherzod,Turaev,Gulbahor,1982-04-27,Erkak,xsoloveva@zimina.biz,8 (852) 308-64-89,Buxoro,,AE2862096,,Rus,Uylanmagan,O‘zbekiston Temir Yo‘llari,Muhandis,O‘rta maxsus,10973492.0,admin,2025-05-27
1442,Dilnoza,Aliyeva,Madina,1974-05-29,Ayol,cheslav_98@rambler.ru,+7 268 887 9382,Termiz,"ш. Дорожное, д. 7/6 стр. 970",AC6882719,99492394641300,Turkman,Turmush qurgan,IT Park,Direktor,Oliy,27805380.0,,2022-12-02
1443,Islom,Mamadaliyev,Dilmurod,2005-03-28,Erkak,,8 (947) 389-6933,Namangan,"ш. Рязанское, д. 2/9 стр. 1",AB7396437,16385539283451,Rus,Turmush qurgan,Yandex,Operator,Oliy,18822954.0,oddiy,2025-03-09
1444,Malika,Ergasheva,Ziyoda,1997-10-26,,mstislavilin@npo.info,8 445 462 5669,Termiz,"ул. Центральная, д. 939",AC4266519,73351267381341,Qozoq,Turmush qurgan,Yandex,O‘qituvchi,Magistr,27044827.0,premium,2022-02-06
1445,Rayhona,Saidova,Islom,1965-03-31,Ayol,sofron2010@gmail.com,+7 850 940 2713,,"пр. Грибоедова, д. 5/3 стр. 6/1",AA8506276,92218415855445,Qirg'iz,Ajrashgan,IT Park,Hisobchi,Oliy,9774534.0,oddiy,2024-04-04
1446,Ziyoda,Nazarova,Baxtiyor,1988-05-18,,innokenti_96@guljaeva.edu,+7 (482) 937-79-98,Andijon,"алл. Монтажников, д. 7/2",AF8525128,79089831388015,Turkman,Turmush qurgan,O‘zbekiston Temir Yo‘llari,Hisobchi,Magistr,22493126.0,oddiy,2025-04-19
1447,Zulfiya,Aliyeva,Baxtiyor,1990-06-23,Ayol,ilarion_2011@oao.edu,89811866235,Farg‘ona,"наб. 40 лет Победы, д. 3",AF3277915,87846491580762,Turkman,Uylanmagan,Ucell,Hisobchi,Oliy,21379455.0,oddiy,2022-11-05
1448,Behruz,Saidov,Jasur,1993-07-03,,ilarionsolovev@kopilov.org,8 143 273 7594,Termiz,"ул. Иркутская, д. 3",AA7471154,39538423891376,,Uylanmagan,,Menejer,O‘rta maxsus,18247996.0,oddiy,2021-02-15
1449,Sherzod,Aliyev,Aziz,1992-10-31,Erkak,svjatoslavvorontsov@hotmail.com,,Jizzax,,AC1722637,85532476986273,Qirg'iz,Uylanmagan,O‘zbekiston Temir Yo‘llari,Dasturchi,Magistr,9764599.0,admin,2022-08-31
1450,Rayhona,Karimova,Islom,1974-10-30,Ayol,idjachkova@yahoo.com,+7 588 251 23 13,Namangan,"ул. Фабричная, д. 32",AC8847880,62272940309823,Turkman,Ajrashgan,Artel,Dasturchi,Oliy,7077101.0,oddiy,2024-12-20
1451,Baxtiyor,Saidov,Aziz,1967-06-02,Erkak,krasilnikovaoktjabrina@mail.ru,89001501848,Navoiy,"ул. Новоселов, д. 96 к. 8/9",AC8568117,38461354138127,Turkman,Ajrashgan,IT Park,Dasturchi,Magistr,4485821.0,admin,2025-02-22
1452,Jasur,Aliyev,Ziyoda,1981-09-05,Erkak,prohorovalekse@hotmail.com,8 479 959 9201,Navoiy,,AE9353335,71875785947578,Qirg'iz,Uylanmagan,IT Park,Muhandis,Bakalavr,7222211.0,admin,2024-09-11
1453,Dilmurod,Raximov,Dilnoza,1959-10-15,Erkak,zhdanovnifont@gmail.com,+7 681 301 3407,Samarqand,"пер. Суворова, д. 808 стр. 99",AE2209492,64104579617987,Qirg'iz,Turmush qurgan,Beeline,Hisobchi,,8635037.0,admin,2022-10-25
1454,Dilnoza,Ergasheva,Islom,1990-08-22,Ayol,bikovartem@mail.ru,88569065901,Navoiy,"ул. Ясная, д. 651",,78610404369764,Rus,Turmush qurgan,Ucell,Menejer,O‘rta maxsus,19537788.0,,2021-04-19
1455,Baxtiyor,Saidov,Gulbahor,1975-02-03,Erkak,onufri_2012@mail.ru,8 803 552 1502,Andijon,"алл. Гастелло, д. 1/7",AC2163524,25370134676949,Turkman,Turmush qurgan,O‘zbekiston Temir Yo‘llari,Hisobchi,Magistr,3552601.0,admin,2025-05-31
1456,Sherzod,Karimov,Shahnoza,1971-10-29,Erkak,nshchukin@mail.ru,8 (812) 295-8316,Andijon,"ул. Дальняя, д. 5 к. 8",AE1026469,38199065736740,Rus,Ajrashgan,Artel,Direktor,O‘rta maxsus,9519462.0,premium,2022-01-26
1457,Oybek,Xudoyberdiyev,Gulbahor,1996-01-19,Erkak,lafanaseva@kozlov.edu,8 559 716 93 30,Buxoro,"бул. Коммунальный, д. 58 стр. 338",AA2456787,86429094374855,Qirg'iz,Turmush qurgan,NBU,,Magistr,15858640.0,oddiy,2023-11-24
1458,Gulbahor,Karimova,,1979-11-13,Ayol,spartak_72@npo.info,+7 418 573 5988,Jizzax,"пр. Энтузиастов, д. 15 стр. 97",AF1793290,53926149660426,Qozoq,Uylanmagan,Artel,Marketolog,O‘rta maxsus,23802668.0,oddiy,2021-11-03
1459,Zafar,Xudoyberdiyev,Madina,1972-08-16,Erkak,milovan1973@sk.com,+7 877 618 0419,Termiz,"алл. Харьковская, д. 5",AD4170933,42653232169475,Rus,Ajrashgan,O‘zbekiston Temir Yo‘llari,Hisobchi,O‘rta maxsus,4930507.0,oddiy,2021-12-29
1460,Aziza,Saidova,Jahongir,1977-01-28,Ayol,nikolaevtit@ooo.net,+7 026 824 3005,Toshkent,"ул. Майская, д. 4/4",AA9064422,96383058990451,Turkman,Uylanmagan,Beeline,Direktor,O‘rta maxsus,17027858.0,premium,2020-11-03
1461,Dilnoza,Aliyeva,Jahongir,1989-03-07,Ayol,trifonponomarev@yandex.ru,8 059 416 28 18,Xiva,"ш. Глинки, д. 4/8 к. 5/6",AD4309129,72279402299045,Turkman,Uylanmagan,IT Park,,Magistr,24751657.0,oddiy,2022-01-06
1462,Behruz,Xudoyberdiyev,Ziyoda,,Erkak,zatsevaakulina@ooo.edu,+7 471 391 19 53,Jizzax,"ш. Линейное, д. 983 к. 48",AA7494008,76198429332212,Qirg'iz,Ajrashgan,,Marketolog,Bakalavr,12150072.0,admin,2024-01-29
1463,,Yusupova,Gulbahor,1985-06-29,Ayol,valerjan2000@oao.net,8 (554) 994-46-14,Xiva,"пер. Ворошилова, д. 8 к. 4/7",AB9185798,76125929355371,Qozoq,Ajrashgan,Agrobank,Operator,O‘rta maxsus,14745950.0,admin,2023-08-18
1464,Zafar,Ergashev,Dilnoza,2005-09-14,Erkak,oktjabrina_2020@npo.net,8 177 955 24 61,Termiz,"пер. Ручейный, д. 49 к. 31",AB4015907,48952528512403,Rus,Uylanmagan,O‘zbekiston Temir Yo‘llari,Marketolog,O‘rta maxsus,5805023.0,premium,2021-05-13
1465,Shahnoza,Yusupova,Zafar,1981-04-13,Ayol,rusakovkapiton@petrov.ru,+7 576 382 8503,Andijon,"алл. 9 мая, д. 643 к. 769",AF1118358,65235248129823,Turkman,Ajrashgan,Yandex,Menejer,Magistr,22719906.0,premium,2024-11-07
1466,Zafar,Mamadaliyev,Dilnoza,1993-02-22,Erkak,natan_2025@ao.info,8 593 667 34 52,Toshkent,"ул. Жданова, д. 175",,69316345594763,Qozoq,Ajrashgan,UZTELECOM,O‘qituvchi,Magistr,25523556.0,oddiy,2023-07-25
1467,Ziyoda,Aliyeva,Gulbahor,1969-12-25,Ayol,kuzminaglafira@mail.ru,8 404 774 5665,Buxoro,"пр. Ульяновский, д. 71 к. 584",AF5185019,54393494517949,Qirg'iz,Uylanmagan,O‘zbekiston Temir Yo‘llari,O‘qituvchi,Bakalavr,23156117.0,admin,2020-09-20
1468,Malika,Mamadaliyeva,Ziyoda,,Ayol,marija60@rambler.ru,8 295 500 75 60,Samarqand,"алл. Кочубея, д. 297",AE7772962,13652611107736,Qozoq,Turmush qurgan,Artel,Marketolog,Bakalavr,21102176.0,premium,2021-07-31
1469,Shahnoza,Xudoyberdiyeva,Zulfiya,1986-06-20,Ayol,fpestov@mail.ru,+7 (179) 662-36-04,Termiz,"пр. Коммунальный, д. 1/4 к. 564",AA7869524,61748534015737,Tojik,Uylanmagan,NBU,O‘qituvchi,Bakalavr,22951808.0,admin,2021-03-14
1470,Gulbahor,Turaeva,Islom,2000-04-07,Ayol,elizar_68@ip.biz,+7 (646) 435-05-26,Namangan,"наб. Октября, д. 596 стр. 33",AE5820085,74563721291687,Rus,Uylanmagan,Beeline,Dasturchi,Oliy,17789331.0,admin,2025-06-11
1471,Gulbahor,Aliyeva,Ziyoda,1974-10-29,Ayol,glafira2002@yandex.ru,8 426 177 3144,Samarqand,"бул. Нахимова, д. 10 стр. 945",AA9925329,13691862398847,Turkman,Uylanmagan,O‘zbekiston Temir Yo‘llari,Operator,Oliy,5768837.0,premium,2023-02-05
1472,,Turaeva,,2006-05-25,Ayol,shashkovzahar@birjukova.edu,8 869 709 43 02,Toshkent,"пр. Шолохова, д. 1 к. 471",AE5005847,27490344100446,Qozoq,Ajrashgan,Beeline,O‘qituvchi,Magistr,13701631.0,premium,
1473,Aziz,Mamadaliyev,Rayhona,1960-02-29,,artemi1975@ooo.biz,8 452 815 6629,Xiva,"пр. Нахимова, д. 4/8 к. 7/6",AF8385457,62347364132801,Qirg'iz,Ajrashgan,UZTELECOM,Operator,Magistr,16381343.0,premium,2022-08-22
1474,Behruz,Raximov,Ziyoda,2004-05-02,Erkak,uvarovdavid@yahoo.com,8 (538) 002-33-36,Xiva,"бул. Профсоюзный, д. 77 стр. 90",AA2647237,17207925778192,Tojik,Ajrashgan,Yandex,Menejer,Oliy,13305836.0,oddiy,2023-11-09
1475,Aziza,Nazarova,Rayhona,1999-06-12,Ayol,sharovaolga@gmail.com,+7 (475) 166-6226,Farg‘ona,,AB3924297,23995332168635,Qozoq,Ajrashgan,Yandex,O‘qituvchi,O‘rta maxsus,8219673.0,premium,2021-05-10
1476,Rayhona,,Baxtiyor,1982-07-27,Ayol,merkushevnikon@ip.edu,,Samarqand,"пр. Прохладный, д. 246 к. 378",AF1000884,77831004144897,,Turmush qurgan,Artel,Dasturchi,,24720318.0,admin,2024-10-06
1477,Behruz,Nazarov,Baxtiyor,1980-11-22,Erkak,maslovevstigne@natsionalnaja.edu,8 (498) 513-1110,Farg‘ona,"алл. Социалистическая, д. 869",AA1820108,45828165007280,Turkman,Ajrashgan,UZTELECOM,Muhandis,Bakalavr,24919494.0,admin,2020-03-14
1478,Aziza,Aliyeva,Dilmurod,1973-12-09,Ayol,avksenti_2007@yandex.ru,+7 989 215 9752,Samarqand,"алл. Техническая, д. 2/9 к. 9/7",AB2101620,41927288884045,O'zbek,Uylanmagan,Yandex,Operator,Oliy,21001161.0,oddiy,2023-05-09
1479,,Aliyev,Oybek,1965-08-08,,fsharov@yandex.ru,8 204 526 29 09,Farg‘ona,"ул. Крымская, д. 840",AC6856547,23564496706667,Qirg'iz,Uylanmagan,Artel,Dasturchi,Bakalavr,10735381.0,premium,2022-06-13
1480,Gulbahor,Ergasheva,Ziyoda,1975-06-11,Ayol,demidvorontsov@yandex.ru,+7 889 274 4134,,"ул. Ленская, д. 17 стр. 9/5",AA6992401,38951546335122,Rus,Uylanmagan,EPAM,Muhandis,Magistr,3543632.0,admin,2025-01-02
1481,Madina,Turaeva,Zafar,1983-08-09,Ayol,tretjakovalora@rambler.ru,8 963 740 4668,Namangan,"бул. Мая 1, д. 926 стр. 5/9",AB8125023,52496996412334,Qozoq,Ajrashgan,Ucell,,Bakalavr,15820744.0,oddiy,
1482,Madina,Ergasheva,Malika,1998-05-03,Ayol,emeljan_03@yahoo.com,+7 (254) 124-8776,Buxoro,"наб. Юбилейная, д. 5/9 стр. 7/3",AF1758823,24840258441068,O'zbek,Turmush qurgan,Ucell,Direktor,Magistr,2774730.0,premium,2022-07-03
1483,Jasur,Karimov,Dilnoza,1957-11-06,Erkak,ziminbronislav@npo.org,8 (878) 631-2523,Xiva,"пр. Стахановский, д. 24",AF6058166,53126835774464,Qozoq,Turmush qurgan,O‘zbekiston Temir Yo‘llari,O‘qituvchi,Bakalavr,5047168.0,oddiy,
1484,Sherzod,Nazarov,,1978-10-22,Erkak,lev1974@gmail.com,8 026 115 79 68,Namangan,"ш. Казанское, д. 4/8",AB3393658,74140813930477,,Uylanmagan,Artel,Dasturchi,,15196160.0,oddiy,
1485,Ziyoda,,,2003-04-03,Ayol,haritonovrostislav@oao.com,89090741568,Termiz,"наб. Геологов, д. 833 стр. 1",AB8378875,35391425977198,Rus,Turmush qurgan,Artel,Operator,O‘rta maxsus,10556418.0,admin,2021-06-21
1486,Jasur,Ergashev,Jasur,1968-09-04,Erkak,gkirillova@zao.net,,Toshkent,"пр. Горького, д. 6/2",AB2828707,81240029412214,Rus,Turmush qurgan,Yandex,Marketolog,O‘rta maxsus,15083449.0,premium,2023-06-13
1487,Jasur,Xudoyberdiyev,Oybek,2000-03-16,Erkak,saleksandrov@gmail.com,8 (901) 359-12-39,Samarqand,,AA7685270,12762291384348,Rus,Uylanmagan,O‘zbekiston Temir Yo‘llari,Menejer,Bakalavr,8219188.0,oddiy,2021-12-24
1488,Zulfiya,Saidova,Dilmurod,,Ayol,blohinnarkis@ip.ru,+7 (471) 790-6985,Termiz,"пр. Казачий, д. 1/5 стр. 740",,89242039050000,Tojik,Uylanmagan,NBU,,Bakalavr,14440606.0,premium,2024-11-21
1489,Rayhona,Saidova,,2004-12-26,Ayol,tihon90@hotmail.com,+7 976 802 8338,Navoiy,,AF5083330,60702972166352,Turkman,Uylanmagan,UZTELECOM,O‘qituvchi,Bakalavr,2599849.0,premium,2025-08-16
1490,Nilufar,Ergasheva,Sherzod,1976-10-14,Ayol,dmitri_87@gerasimov.edu,+7 526 795 2350,Navoiy,"алл. Кленовая, д. 410 стр. 4",AF4136184,37566760748180,Qozoq,Uylanmagan,Agrobank,Menejer,O‘rta maxsus,21251371.0,premium,2020-10-10
1491,Ziyoda,Saidova,Jahongir,2002-07-03,Ayol,valerija2002@gmail.com,8 164 281 33 65,Buxoro,"пр. Парковый, д. 720 стр. 7/7",AD2998286,88574483379477,Qirg'iz,Turmush qurgan,Ucell,Operator,Magistr,4756550.0,admin,2021-06-27
1492,Oybek,Ergashev,Baxtiyor,1987-07-01,Erkak,vishnjakovstanimir@ao.edu,86843099944,Xiva,"ш. Полтавское, д. 9 стр. 1/6",AC9315505,30925074325432,,Turmush qurgan,O‘zbekiston Temir Yo‘llari,Direktor,Bakalavr,12135746.0,oddiy,2020-06-07
1493,Jahongir,Turaev,Rayhona,1982-01-19,Erkak,matve1986@ooo.ru,8 604 485 6760,Samarqand,"ш. Весеннее, д. 6 к. 3/2",AC7504010,53317911162308,Turkman,Ajrashgan,O‘zbekiston Temir Yo‘llari,Hisobchi,O‘rta maxsus,5939966.0,admin,2023-10-04
1494,Gulbahor,Aliyeva,Dilnoza,1966-08-14,Ayol,valerinekrasov@mail.ru,+7 (180) 044-71-75,Termiz,"алл. Котовского, д. 3/2 стр. 822",AA7605447,49975234240064,Rus,Ajrashgan,Artel,Marketolog,O‘rta maxsus,15495553.0,,2021-11-18
1495,Rayhona,Nazarova,Dilnoza,1989-10-26,Ayol,anikitasolovev@mail.ru,8 (500) 453-94-34,Farg‘ona,"бул. Тупиковый, д. 3",AC9314898,85356930815802,Tojik,Uylanmagan,Agrobank,Muhandis,O‘rta maxsus,15135453.0,oddiy,2023-02-14
1496,Malika,Nazarova,Rayhona,1992-08-07,Ayol,shashkovaeleonora@mail.ru,81101745592,Buxoro,"пр. Дальневосточный, д. 992 стр. 6/8",AC3840856,37871756751953,Turkman,Turmush qurgan,Artel,Operator,Oliy,,oddiy,2021-11-12
1497,Madina,Saidova,Dilmurod,1999-02-22,Ayol,viktorin_05@yahoo.com,+7 868 059 3963,,"пер. Краснопартизанский, д. 714 к. 5",,39196333291737,Tojik,Ajrashgan,UZTELECOM,Muhandis,O‘rta maxsus,5735230.0,,2025-05-25
1498,Gulbahor,Yusupova,,2004-10-02,Ayol,mishinernest@yandex.ru,8 094 848 68 88,Termiz,"пр. Ангарский, д. 4/8 стр. 5",AC3413730,95894424321713,Turkman,Uylanmagan,Artel,Muhandis,O‘rta maxsus,3812198.0,premium,2024-04-13
1499,Jahongir,Turaev,Aziz,1982-01-09,Erkak,tisakov@sisoev.ru,8 (282) 286-12-32,Termiz,"алл. Буденного, д. 4/9 стр. 5/1",AF2721558,34789620291771,Qozoq,Turmush qurgan,EPAM,Direktor,Magistr,10440468.0,premium,2024-11-19
1500,Aziz,Ergashev,Behruz,1997-08-27,Erkak,medvedevavalentina@yandex.ru,8 (539) 573-27-71,Navoiy,"ул. Коминтерна, д. 7 к. 76",AB2294750,15396409305706,Turkman,Uylanmagan,Yandex,Direktor,,27089959.0,oddiy,2020-09-10
1501,Madina,Aliyeva,Aziza,1990-10-31,Ayol,vadim2004@yahoo.com,8 (707) 118-4910,Samarqand,"ш. Николаева, д. 702",,45529014018285,O'zbek,Ajrashgan,UZTELECOM,Menejer,Magistr,8862230.0,premium,2024-12-01
1502,Jahongir,Raximov,Rayhona,1959-07-21,Erkak,agafon24@mail.ru,8 711 423 60 25,,"ул. Дорожная, д. 262 к. 8/9",AC9328211,42195344208268,Qozoq,Uylanmagan,UZTELECOM,Menejer,Magistr,20667789.0,premium,
1503,Gulbahor,Mamadaliyeva,Islom,1992-10-27,Ayol,terenti_2013@roszheldorproekt.org,+70001036764,Andijon,"пер. Коммунаров, д. 3 к. 413",AF3378443,,Rus,Ajrashgan,,Operator,O‘rta maxsus,4626696.0,premium,2020-01-02
1504,Jasur,Mamadaliyev,Aziza,1967-05-17,,maslovvisheslav@oao.ru,+76462868997,Buxoro,"бул. Осипенко, д. 4/3",AC1891840,30519211984156,Qozoq,Ajrashgan,Ucell,Dasturchi,O‘rta maxsus,21032903.0,admin,2023-08-13
1505,Sherzod,Karimov,Rayhona,1982-05-27,Erkak,budimir_2023@mail.ru,+7 (761) 481-3210,Navoiy,"ш. Тракторное, д. 45",AD6654607,56296667504987,Rus,Ajrashgan,NBU,Marketolog,Magistr,9375845.0,oddiy,2022-05-04
1506,Sherzod,Mamadaliyev,Madina,1983-02-15,Erkak,okalinina@rao.biz,8 (007) 402-46-49,Samarqand,"ул. Тюленина, д. 89",AD3740457,35512078849320,,Turmush qurgan,UZTELECOM,Marketolog,,7485652.0,admin,2020-07-26
